artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,
YOASOBI,夜に駆ける,夜に駆ける,261013,FALSE,0.67,0.874,5,-5.221,1,0.0305,0.00231,1.72E-05,0.3,0.789,130.041,4,j-pop,
Daddy Yankee,Prestige,Limbo,224693,FALSE,0.806,0.875,5,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,reggae,
Current Joys,Wild Heart,Blondie,194733,FALSE,0.776,0.626,5,-12.561,1,0.0396,0.622,0.899,0.086,0.866,122.072,4,indie-pop,
Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,393640,FALSE,0.533,0.36,5,-12.633,1,0.0282,0.0805,1.03E-05,0.0631,0.299,131.229,4,rock,
Topic;A7S,Breaking Me,Breaking Me,166793,FALSE,0.789,0.72,5,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,4,edm,
Sara Kays,Remember That Night?,Remember That Night?,227186,FALSE,0.679,0.61,5,-10.936,0,0.0305,0.585,9.51E-05,0.156,0.554,123.978,4,indie,
Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,193893,TRUE,0.611,0.95,5,-3.509,1,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078,4,metal,
Bring Me The Horizon,sTraNgeRs,sTraNgeRs,195747,TRUE,0.346,0.939,5,-3.061,1,0.182,0.000231,0,0.433,0.526,183.147,3,metal,
Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,215906,FALSE,0.595,0.717,5,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,alternative,
Avicii;Sandro Cavazza,AVĪCI (01),Without You (feat. Sandro Cavazza),181672,TRUE,0.662,0.858,5,-4.844,1,0.0428,0.00163,0,0.0456,0.295,133.993,4,dance,
HVME,Goosebumps,Goosebumps,163208,TRUE,0.767,0.659,5,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946,4,house,
blackbear,dead,idfc,207026,TRUE,0.718,0.422,5,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,4,electro,
Maluma,PAPI JUANCHO,Hawái,199112,FALSE,0.783,0.727,5,-3.454,0,0.389,0.185,2.46E-05,0.0626,0.558,180.067,4,reggaeton,
Swedish House Mafia;Connie Constance,Paradise Again,Heaven Takes You Home (feat. Connie Constance),214071,FALSE,0.665,0.738,5,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4,edm,
Guns N' Roses,Use Your Illusion II,Knockin' On Heaven's Door,336000,FALSE,0.496,0.739,5,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,rock,
Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,Diles,Diles,286040,TRUE,0.813,0.56,5,-5.904,0,0.0618,0.108,0,0.268,0.287,118.033,4,latino,
Buffalo Springfield,Buffalo Springfield,For What It's Worth,153693,FALSE,0.653,0.519,5,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,blues,
Joel Corry;Jax Jones;Charli XCX;Saweetie,OUT OUT (feat. Charli XCX & Saweetie),OUT OUT (feat. Charli XCX & Saweetie),162603,FALSE,0.787,0.833,6,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,4,house,
JAWNY,For Abby,Honeypie,135581,FALSE,0.74,0.688,6,-4.361,0,0.0916,0.061,0,0.138,0.935,115.035,4,indie-pop,
Becky Hill;Topic,My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),148960,FALSE,0.695,0.781,6,-5.578,0,0.0452,0.0185,3.12E-05,0.295,0.456,124.04,4,house,
Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,175720,TRUE,0.598,0.427,6,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,4,house,
Jasleen Royal;B Praak;Romy;Anvita Dutt,"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",228855,FALSE,0.603,0.573,6,-5.843,1,0.0502,0.478,0,0.0971,0.236,82.941,4,indian,
Nicki Minaj,Super Freaky Girl,Super Freaky Girl,170977,TRUE,0.95,0.891,6,-2.653,1,0.241,0.0645,1.77E-05,0.309,0.912,133.01,4,hip-hop,
Radiohead,OK Computer,No Surprises,229120,FALSE,0.255,0.393,6,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,alt-rock,
Luke Combs,This One's for You Too (Deluxe Edition),Beautiful Crazy,193200,FALSE,0.551,0.402,6,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,country,
Morgan Wallen,If I Know Me,Whiskey Glasses,234346,FALSE,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84E-06,0.115,0.707,149.959,4,country,
Aerosmith,I Don't Want To Miss A Thing EP,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",299760,FALSE,0.39,0.649,6,-5.163,1,0.0345,0.172,0,0.216,0.144,121.16,4,hard-rock,
Paloma Faith,Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,257743,FALSE,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26E-05,0.554,0.387,82.012,4,soul,
Girls' Generation,FOREVER 1 - The 7th Album,FOREVER 1,202533,FALSE,0.615,0.871,6,-1.248,1,0.0516,0.0427,0,0.254,0.297,123.915,4,k-pop,
The Neighbourhood,I Love You.,Afraid,251186,TRUE,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock,
Doja Cat;SZA,Planet Her,Kiss Me More (feat. SZA),208666,TRUE,0.764,0.705,6,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,4,dance,
DJ Snake;Justin Bieber,Encore,Let Me Love You,205946,FALSE,0.649,0.716,6,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,4,pop,
Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,207540,FALSE,0.582,0.568,6,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,country,
Sam Smith;Kim Petras,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),156943,FALSE,0.714,0.472,6,-7.375,1,0.0864,0.013,4.51E-06,0.266,0.238,131.121,4,pop,
Red Hot Chili Peppers,Stadium Arcadium,Dani California,282160,FALSE,0.556,0.913,6,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,4,metal,
Shakira;Freshlyground,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),202626,FALSE,0.766,0.873,6,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,4,latin,
Shakira,Laundry Service,"Whenever, Wherever",196160,FALSE,0.794,0.832,6,-4.862,0,0.0407,0.237,1.14E-05,0.203,0.871,107.657,4,latin,
Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),220780,FALSE,0.64,0.533,6,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,4,house,
Lil Nas X;Billy Ray Cyrus,7 EP,Old Town Road - Remix,157066,FALSE,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4,hip-hop,
The Neighbourhood,Wiped Out!,Daddy Issues,260173,FALSE,0.588,0.521,6,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative,
Dhanush;Anirudh Ravichander,"Thaai Kelavi (From ""Thiruchitrambalam"")","Thaai Kelavi (From ""Thiruchitrambalam"")",258909,FALSE,0.661,0.92,6,-3.469,0,0.188,0.0352,1.40E-05,0.314,0.494,82.508,4,pop-film,
Sam Smith,Love Goes,Fire On Fire,246735,FALSE,0.584,0.408,6,-7.356,0,0.0461,0.476,0,0.18,0.333,115.129,4,dance,
Travis Scott,ASTROWORLD,SICKO MODE,312820,TRUE,0.834,0.73,6,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,hip-hop,
Lord Huron,Strange Trails,The Night We Met,208211,FALSE,0.544,0.369,6,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3,folk,
Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,253520,FALSE,0.489,0.597,6,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,4,indie,
King,The Carnival,Tu Aake Dekhle,270000,FALSE,0.77,0.84,6,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4,hip-hop,
BLACKPINK,BORN PINK,The Happiest Girl,222025,FALSE,0.439,0.352,6,-9.632,1,0.057,0.587,0,0.14,0.548,181.517,3,k-pop,
Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),154983,FALSE,0.721,0.738,6,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,4,edm,
Nirvana,Nevermind (Remastered),Something In The Way,232146,FALSE,0.427,0.201,6,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,grunge,
Dua Lipa,Don't Start Now,Don't Start Now,183290,FALSE,0.794,0.793,6,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,4,dance,
George Ezra,Staying at Tamara's,Shotgun,201287,FALSE,0.673,0.735,6,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,4,songwriter,
benny blanco;Halsey;Khalid,FRIENDS KEEP SECRETS,Eastside (with Halsey & Khalid),170769,FALSE,0.632,0.686,6,-7.665,0,0.243,0.549,0,0.2,0.329,89.949,4,dance,
Bad Bunny,Un Verano Sin Ti,Yo No Soy Celoso,230704,TRUE,0.872,0.588,6,-6.276,1,0.0492,0.275,0,0.17,0.93,142.004,4,latino,
Vundabar,Gawk,Alien Blues,155933,FALSE,0.467,0.757,6,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,4,garage,
Boston,Boston,More Than a Feeling,285133,FALSE,0.377,0.681,6,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,hard-rock,
BTS,Proof,Run BTS,204939,FALSE,0.724,0.818,6,-3.747,1,0.168,0.0201,0,0.0358,0.696,77.004,4,pop,
Aimer,残響散歌,残響散歌,184893,FALSE,0.367,0.896,6,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,4,anime,
Declan McKenna,What Do You Think About the Car?,Brazil,252306,FALSE,0.687,0.617,6,-5.213,1,0.0287,0.0941,1.27E-05,0.0898,0.665,121.079,4,alternative,
ZICO;HOMIES,Street Man Fighter Original Vol.3 (Mission by Rank),New thing (Prod. ZICO) (Feat. Homies),147426,FALSE,0.775,0.865,6,-2.015,1,0.307,0.0453,0,0.261,0.663,175.12,4,k-pop,
Michael Jackson,Off the Wall,Rock with You - Single Version,220626,FALSE,0.808,0.535,6,-12.521,1,0.0353,0.179,9.91E-05,0.158,0.848,114.031,4,soul,
David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,Listen,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,FALSE,0.596,0.73,6,-4.091,1,0.151,0.24,0,0.325,0.525,85.979,4,edm,
The Knack,Get The Knack,My Sharona,295400,FALSE,0.586,0.7,6,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4,power-pop,
Imagine Dragons,Night Visions,Demons,177506,FALSE,0.505,0.71,6,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4,rock,
Elton John,Elton John,Your Song,241786,FALSE,0.554,0.315,6,-11.028,1,0.0298,0.828,5.53E-06,0.101,0.325,128.157,4,piano,
SEKAI NO OWARI,Habit,Habit,253153,FALSE,0.749,0.85,6,-5.39,0,0.126,0.203,0,0.18,0.912,117.968,4,j-pop,
Zara Larsson;MNEK,So Good,Never Forget You,213427,FALSE,0.583,0.732,6,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,4,house,
Rammstein,Zeit,Armee der Tristen,205589,FALSE,0.447,0.901,6,-5.397,1,0.0491,0.000415,0.000103,0.225,0.334,86.01,4,metal,
Swedish House Mafia;Connie Constance,Paradise Again,Heaven Takes You Home (feat. Connie Constance),214071,FALSE,0.665,0.738,6,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,4,electro,
Beach Bunny,Honeymoon,Cloud 9,147350,FALSE,0.637,0.929,6,-3.593,1,0.0491,0.00167,2.62E-05,0.344,0.902,80.974,4,indie,
The Neighbourhood;Syd,Daddy Issues (Remix) feat. Syd,Daddy Issues (Remix) feat. Syd,181186,FALSE,0.623,0.533,6,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982,4,alt-rock,
Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,Shallow,215733,FALSE,0.572,0.385,6,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,4,dance,
Weezer,Weezer (Green Album),Island In The Sun,200306,FALSE,0.654,0.81,6,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,4,alternative,
Lola Indigo;Maria Becerra,DISCOTEKA,DISCOTEKA,174801,FALSE,0.795,0.854,6,-5.462,1,0.0444,0.162,1.21E-06,0.0923,0.549,105.992,4,spanish,
Young the Giant,Mirrorball / Mind Over Matter (Reprise),Mind Over Matter (Reprise),230866,FALSE,0.393,0.487,6,-6.348,1,0.0337,0.229,0,0.128,0.3,151.958,4,alternative,
blink-182,Take Off Your Pants And Jacket,First Date,171533,FALSE,0.579,0.928,6,-4.344,1,0.0411,0.000715,0,0.18,0.882,95.594,4,punk-rock,
Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,266720,FALSE,0.445,0.706,6,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,metal,
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,199080,FALSE,0.578,0.866,6,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4,rock,
Eminem;Juice WRLD,Music To Be Murdered By,Godzilla (feat. Juice WRLD),210800,TRUE,0.808,0.745,6,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,4,hip-hop,
DJ Snake;Ozuna;Megan Thee Stallion;LISA,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",225600,TRUE,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,4,dance,
blackbear,deadroses,idfc,245172,TRUE,0.63,0.5,6,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,4,electro,
Phoebe Bridgers,Stranger in the Alps,Motion Sickness,229760,FALSE,0.651,0.546,6,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,4,indie-pop,
Labrinth;Zendaya,All For Us (from the HBO Original Series Euphoria),All For Us - from the HBO Original Series Euphoria,192986,FALSE,0.348,0.652,6,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,4,indie-pop,
Luciano;Aitch;BIA,Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),203255,FALSE,0.798,0.806,6,-5.841,1,0.355,0.145,0,0.13,0.82,138.082,4,german,
Charlie Puth,Voicenotes,Attention,208786,FALSE,0.775,0.613,6,-4.586,0,0.0542,0.109,2.33E-05,0.134,0.797,100.066,4,pop,
Bad Bunny,Un Verano Sin Ti,Neverita,173119,FALSE,0.876,0.498,6,-7.511,1,0.0478,0.0706,0,0.143,0.428,122.016,4,reggaeton,
BTS;Halsey,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),229773,FALSE,0.645,0.862,6,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,4,k-pop,
Jessi,ZOOM,ZOOM,174840,FALSE,0.874,0.6,6,-6.064,1,0.158,0.00942,0,0.126,0.457,100.012,4,k-pop,
Falling In Reverse,Popular Monster,Popular Monster,220537,TRUE,0.461,0.897,6,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,4,metalcore,
Suki Waterhouse,Good Looking,Good Looking,214800,FALSE,0.377,0.558,6,-9.076,1,0.0299,0.0789,0.000342,0.125,0.267,149.971,3,indie,
James Hype;Miggy Dela Rosa,Ferrari,Ferrari,186661,FALSE,0.847,0.69,6,-7.877,0,0.0493,0.0127,6.00E-05,0.0526,0.692,125.004,4,house,
Jimmy Eat World,Bleed American,The Middle,165853,FALSE,0.643,0.849,6,-5.428,1,0.0526,0.0371,0,0.058,0.903,162.152,4,alt-rock,
Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),298933,FALSE,0.629,0.547,6,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,pop,
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),334666,FALSE,0.427,0.9,6,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,4,alt-rock,
XXXTENTACION;Trippie Redd,17,Fuck Love (feat. Trippie Redd),146520,TRUE,0.797,0.533,6,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4,emo,
Calvin Harris;John Newman,Motion,Blame (feat. John Newman),212960,FALSE,0.414,0.857,6,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,4,electro,
XXXTENTACION,Riot,Riot,78680,TRUE,0.509,0.542,6,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,4,emo,
Foo Fighters,"Echoes, Silence, Patience & Grace",The Pretender,269373,FALSE,0.433,0.959,6,-4.04,1,0.0431,0.000917,0,0.028,0.365,172.984,4,grunge,
Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,190053,FALSE,0.653,0.836,6,-5.626,0,0.0457,0.0452,0.299,0.1,0.804,133.182,4,electro,
BTS,Love Yourself 結 'Answer',Euphoria,228615,FALSE,0.637,0.799,6,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4,pop,
Two Feet,A 20 Something Fuck,I Feel Like I'm Drowning,185520,FALSE,0.717,0.577,6,-5.436,1,0.0491,0.708,0.00428,0.0899,0.235,104.927,3,rock,
LISA,LALISA,MONEY,168227,FALSE,0.826,0.553,6,-10.121,0,0.234,0.163,4.12E-05,0.135,0.4,140.037,4,k-pop,
The Beatles,Help! (Remastered),Yesterday - Remastered 2009,125666,FALSE,0.332,0.179,6,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,4,british,
Lil Nas X,MONTERO,MONTERO (Call Me By Your Name),137704,TRUE,0.593,0.503,6,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,4,pop,
Guns N' Roses,Use Your Illusion I,Don't Cry (Original),283733,FALSE,0.456,0.59,6,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,4,metal,
Kendrick Lamar;SZA,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),232186,TRUE,0.698,0.633,6,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,hip-hop,
Billie Eilish,dont smile at me,ocean eyes,200379,FALSE,0.511,0.363,6,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4,electro,
Daft Punk;Pharrell Williams;Nile Rodgers,Random Access Memories,Get Lucky (feat. Pharrell Williams & Nile Rodgers),369626,FALSE,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77E-06,0.072,0.863,116.05,4,house,
Måneskin,SUPERMODEL,SUPERMODEL,148064,FALSE,0.636,0.876,6,-3.413,1,0.0555,0.00164,0,0.117,0.799,120.983,4,indie,
Zedd;Maren Morris;Grey,The Middle,The Middle,184732,FALSE,0.753,0.657,6,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4,electro,
MEDUZA;Hozier,Tell It To My Heart,Tell It To My Heart,165524,FALSE,0.539,0.715,6,-6.639,0,0.0595,0.0265,0,0.609,0.489,123.854,4,edm,
Musical Youth,Anthology,Pass The Dutchie,205426,FALSE,0.805,0.418,6,-14.374,1,0.0979,0.459,0,0.288,0.966,149.724,4,reggae,
Shawn Mendes,Illuminate,Treat You Better,187973,FALSE,0.444,0.819,6,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,4,dance,
Tainy;Bad Bunny;Julieta Venegas,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),207301,FALSE,0.639,0.703,6,-6.33,0,0.0794,0.0889,1.78E-06,0.0865,0.138,169.888,4,latino,
Swedish House Mafia;John Martin,Don't You Worry Child,Don't You Worry Child - Radio Edit,212862,FALSE,0.612,0.84,6,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4,progressive-house,
Grouplove,Never Trust a Happy Song,Tongue Tied,218013,FALSE,0.56,0.936,6,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,alternative,
Pritam;Arijit Singh;Amitabh Bhattacharya,"Dance Ka Bhoot (From ""Brahmastra"")","Dance Ka Bhoot (From ""Brahmastra"")",245735,FALSE,0.632,0.929,6,-5.297,1,0.128,0.0503,0,0.271,0.584,136.008,4,indian,
Martin Garrix;Dua Lipa,Scared to Be Lonely,Scared to Be Lonely,220883,FALSE,0.584,0.54,6,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,4,progressive-house,
Halsey,Manic,Without Me,201660,TRUE,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4,indie,
Maroon 5;Wiz Khalifa,Overexposed Track By Track,Payphone,231173,TRUE,0.743,0.752,6,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,4,pop,
Galantis,Pharmacy,Runaway (U & I),227073,FALSE,0.506,0.805,6,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4,house,
ABBA,Super Trouper,The Winner Takes It All,294720,FALSE,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4,swedish,
Hoobastank,The Reason (15th Anniversary Deluxe),The Reason,232800,FALSE,0.472,0.671,6,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,4,funk,
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,You Get Me So High,153000,FALSE,0.551,0.881,6,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,alternative,
The Turtles,Happy Together,Happy Together,176293,FALSE,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38E-05,0.0818,0.588,120.175,4,folk,
Ankit Tiwari;Manoj Muntashir,"Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",350011,FALSE,0.43,0.612,6,-5.534,0,0.0392,0.432,2.29E-06,0.0955,0.241,85.959,4,pop,
Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),154983,FALSE,0.721,0.738,6,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,4,progressive-house,
Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",Baila Baila Baila - Remix,235284,FALSE,0.785,0.572,6,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,4,reggae,
Daddy Yankee;El Alfa;Lil Jon,LEGENDADDY,BOMBÓN,182413,TRUE,0.843,0.789,6,-2.801,1,0.247,0.0028,2.41E-05,0.0322,0.571,125.071,4,latino,
Fall Out Boy,American Beauty/American Psycho,Centuries,228360,FALSE,0.393,0.858,6,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,4,rock,
The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",177826,TRUE,0.55,0.917,6,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,4,punk-rock,
One Direction,Midnight Memories (Deluxe),Story of My Life,245493,FALSE,0.6,0.663,6,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,4,pop,
Anuel AA;Daddy Yankee;KAROL G;J Balvin;Ozuna,China,China,301714,FALSE,0.786,0.808,6,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,latino,
Buffalo Springfield,Buffalo Springfield,For What It's Worth,153693,FALSE,0.653,0.519,6,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,country,
Bad Bunny;Jhayco,Un Verano Sin Ti,Tarot,237894,TRUE,0.795,0.684,6,-3.971,0,0.0419,0.0225,0,0.658,0.419,114.011,4,latino,
BTS;Halsey,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),229773,FALSE,0.645,0.862,6,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,4,pop,
Nirvana,In Utero - 20th Anniversary Remaster,Dumb,151893,FALSE,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,4,alternative,
Bad Bunny,YHLQMDLG,Yo Perreo Sola,172127,FALSE,0.86,0.758,6,-5.16,1,0.0695,0.021,6.54E-05,0.344,0.453,97.014,4,latino,
Jax Jones;MNEK,Where Did You Go (feat. MNEK),Where Did You Go? (feat. MNEK),177689,FALSE,0.763,0.782,6,-4.541,0,0.0346,0.182,7.08E-06,0.293,0.502,127.034,4,house,
BLACKPINK,THE ALBUM,How You Like That,180956,FALSE,0.813,0.787,6,-4.254,1,0.0777,0.0452,0.000107,0.0506,0.326,130.018,4,pop,
MKTO,MKTO,Classic,175426,FALSE,0.72,0.791,6,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4,rock,
The 1975,Being Funny In A Foreign Language,Oh Caroline,212568,FALSE,0.646,0.85,6,-5.466,1,0.0428,0.363,4.01E-05,0.0994,0.819,96.538,4,rock,
AC/DC,Back In Black,Back In Black,255493,FALSE,0.31,0.7,6,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock,
Sleepy Hallow;347aidan,Die Young (feat. 347aidan),Die Young (feat. 347aidan),148816,TRUE,0.808,0.582,6,-6.26,1,0.338,0.827,0,0.111,0.675,77.471,4,r-n-b,
Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse,Experience,315426,FALSE,0.447,0.449,6,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,classical,
Zedd;Foxes,Clarity,Clarity,271426,FALSE,0.509,0.781,6,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,4,techno,
M83,"Hurry up, We're Dreaming",Midnight City,243960,FALSE,0.507,0.729,6,-5.399,0,0.0393,0.0182,1.40E-06,0.0658,0.272,105.013,4,french,
Soundgarden,Superunknown (Deluxe Edition),Black Hole Sun,318586,FALSE,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4,hard-rock,
Bad Bunny,YHLQMDLG,La Zona,136892,TRUE,0.762,0.801,6,-3.661,0,0.0409,0.2,7.04E-05,0.254,0.81,93.992,4,reggaeton,
George Harrison,All Things Must Pass (Remastered 2014),My Sweet Lord - Remastered 2014,281226,FALSE,0.537,0.701,6,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,4,singer-songwriter,
Bad Bunny;Bomba Estéreo,Un Verano Sin Ti,Ojitos Lindos,258298,FALSE,0.647,0.686,6,-5.745,0,0.0413,0.08,1.34E-06,0.528,0.268,79.928,4,reggae,
Wizkid;Tems,Made In Lagos,Essence (feat. Tems),248040,FALSE,0.849,0.707,6,-6.002,1,0.113,0.0266,8.58E-06,0.618,0.602,104.027,4,dancehall,
Marshmello;Anne-Marie,FRIENDS,FRIENDS,202620,TRUE,0.626,0.88,6,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,4,dance,
Camilo;Shawn Mendes,KESI (Remix),KESI - Remix,176575,FALSE,0.871,0.815,6,-4.439,1,0.0477,0.127,6.18E-06,0.094,0.823,122.959,4,reggaeton,
